author,pseudonymLabel,birthDate,deathDate,spouseLabel,citizenshipLabel,genreLabel
http://www.wikidata.org/entity/Q3383862,Olivier Sprigel,1925-05-16T00:00:00Z,1995-07-20T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q3383862,David Maine,1925-05-16T00:00:00Z,1995-07-20T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q1137125,Simon Ian Childer,1947-10-07T00:00:00Z,2005-04-11T00:00:00Z,,Австралия,научная фантастика
http://www.wikidata.org/entity/Q3379673,,1929-12-27T00:00:00Z,2023-08-05T00:00:00Z,Anne Tronche,Франция,научная фантастика
http://www.wikidata.org/entity/Q3381038,,1920-07-29T00:00:00Z,2014-03-01T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q238702,Jael Cracken,1925-08-18T00:00:00Z,2017-08-19T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q350404,,1945-12-23T00:00:00Z,,,США,фэнтези
http://www.wikidata.org/entity/Q2876626,,1895-12-16T00:00:00Z,1980-09-30T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Anne R. Dick,США,фэнтези
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Anne R. Dick,США,фэнтези
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Jeanette Marlin,США,фэнтези
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Jeanette Marlin,США,фэнтези
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Kleo Mini,США,фэнтези
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Kleo Mini,США,фэнтези
http://www.wikidata.org/entity/Q171091,Jack Dowland,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Nancy Hackett,США,фэнтези
http://www.wikidata.org/entity/Q171091,Richard Phillipps,1928-12-16T00:00:00Z,1982-03-02T00:00:00Z,Nancy Hackett,США,фэнтези
http://www.wikidata.org/entity/Q315059,,1912-04-26T00:00:00Z,2000-01-26T00:00:00Z,Edna Mayne Hull,США,научная фантастика
http://www.wikidata.org/entity/Q314553,Paul Hollander,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,John Dexter,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Robert Randall,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Calvin M. Knox,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Dozens,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Franklin Hamilton,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Lee Sebastian,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Lloyd Robinson,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q314553,Walker Chapman,1935-01-15T00:00:00Z,,Карен Абер,США,фэнтези
http://www.wikidata.org/entity/Q1956342,,1934-10-20T00:00:00Z,2019-11-03T00:00:00Z,,Японская империя,научная фантастика
http://www.wikidata.org/entity/Q265270,,1937-02-22T00:00:00Z,2011-04-29T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q169566,Ward Phillips,1890-08-20T00:00:00Z,1937-03-15T00:00:00Z,Соня Грин,США,научная фантастика
http://www.wikidata.org/entity/Q514080,,1932-07-28T00:00:00Z,2016-10-31T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q353137,,1955-11-26T00:00:00Z,,Laura Hickman,США,фэнтези
http://www.wikidata.org/entity/Q235899,,1912-02-17T00:00:00Z,2005-03-17T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q457185,Reed Stephens,1947-05-13T00:00:00Z,,,США,фэнтези
http://www.wikidata.org/entity/Q233046,,1926-04-01T00:00:00Z,2011-11-21T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q257261,,1918-11-29T00:00:00Z,2007-09-06T00:00:00Z,Хью Франклин,США,фэнтези
http://www.wikidata.org/entity/Q575345,James Lawson,1946-11-18T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q1871576,Carter Travis Young,1924-01-20T00:00:00Z,2017-05-11T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q314553,Paul Hollander,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,John Dexter,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Robert Randall,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Calvin M. Knox,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Dozens,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Franklin Hamilton,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Lee Sebastian,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Lloyd Robinson,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q314553,Walker Chapman,1935-01-15T00:00:00Z,,Barbara Silverberg,США,фэнтези
http://www.wikidata.org/entity/Q1248054,,1930-06-09T00:00:00Z,1988-02-07T00:00:00Z,Judith Ellen Hershkovitz,США,фэнтези
http://www.wikidata.org/entity/Q961147,Nathaniel,1908-03-16T00:00:00Z,1944-05-21T00:00:00Z,Véra Daumal,Франция,фэнтези
http://www.wikidata.org/entity/Q961147,Mouchamiel,1908-03-16T00:00:00Z,1944-05-21T00:00:00Z,Véra Daumal,Франция,фэнтези
http://www.wikidata.org/entity/Q961147,Oncle Nathaniel,1908-03-16T00:00:00Z,1944-05-21T00:00:00Z,Véra Daumal,Франция,фэнтези
http://www.wikidata.org/entity/Q1406489,,1911-10-15T00:00:00Z,1981-04-18T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q3102027,,1945-12-28T00:00:00Z,2024-12-20T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q453835,,1948-03-20T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q2958956,,1925-10-30T00:00:00Z,1991-04-30T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q278510,Adam Lee,1951-09-20T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q1379856,John Kingston,1935-09-20T00:00:00Z,2000-10-05T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q1379856,Alistair Bevan,1935-09-20T00:00:00Z,2000-10-05T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q1379856,David Stringer,1935-09-20T00:00:00Z,2000-10-05T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Кристофер Прист,США,фэнтези
http://www.wikidata.org/entity/Q443109,,1944-10-18T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q822793,,1915-08-28T00:00:00Z,1985-10-28T00:00:00Z,Долорес Майклс,США,научная фантастика
http://www.wikidata.org/entity/Q3036044,,1929-02-12T00:00:00Z,,,Канада,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Colin Murray,Великобритания,фэнтези
http://www.wikidata.org/entity/Q1975019,,1922-03-27T00:00:00Z,2003-11-26T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q25161,,1916-09-13T00:00:00Z,1990-11-23T00:00:00Z,Патриция Нил,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q715256,,1915-06-08T00:00:00Z,1996-04-24T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Philip James,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Cameron Hall,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Marion Henry,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Charles Satterfield,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Edson McCann,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Erik Van Lhin,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,John Alvarez,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Kenneth Wright,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Philip St. John,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Ramon F. Alvarez-del Rey,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Wade Kaempfert,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Judy-Lynn del Rey,США,научная фантастика
http://www.wikidata.org/entity/Q462634,Vercors,1902-02-26T00:00:00Z,1991-06-10T00:00:00Z,Rita Barisse,Франция,научная фантастика
http://www.wikidata.org/entity/Q462634,Joë Mab,1902-02-26T00:00:00Z,1991-06-10T00:00:00Z,Rita Barisse,Франция,научная фантастика
http://www.wikidata.org/entity/Q968565,William Tenn,1920-05-09T00:00:00Z,2010-02-07T00:00:00Z,,Соединённое королевство Великобритании и Ирландии,научная фантастика
http://www.wikidata.org/entity/Q1760899,,1906-01-01T00:00:00Z,1963-01-01T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q968565,William Tenn,1920-05-09T00:00:00Z,2010-02-07T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q71804,Harry Snyder,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Alexej Turbojew,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Diego Santo,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Klaus Tannert,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Pierre Chalon,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Roger Kersten,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q71804,Rolf Torak,1928-06-19T00:00:00Z,1991-09-15T00:00:00Z,,Германия,научная фантастика
http://www.wikidata.org/entity/Q251038,,1924-03-26T00:00:00Z,1966-06-01T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q234403,Robin Hobb,1952-03-05T00:00:00Z,,Fred Ogden,США,фэнтези
http://www.wikidata.org/entity/Q234403,Megan Lindholm,1952-03-05T00:00:00Z,,Fred Ogden,США,фэнтези
http://www.wikidata.org/entity/Q708581,Cassandra Knye,1940-02-02T00:00:00Z,2008-07-04T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q2907788,,1925-01-01T00:00:00Z,1986-01-01T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Кристофер Прист,США,научная фантастика
http://www.wikidata.org/entity/Q123738985,,,,,,фэнтези
http://www.wikidata.org/entity/Q547414,,1931-01-09T00:00:00Z,2008-06-09T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q2975527,,1952-06-19T00:00:00Z,,,США,фэнтези
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Colin Murray,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q1364100,Horace Beam Piper,1904-03-23T00:00:00Z,1964-11-06T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q349508,H. J. Murdoch,1925-02-14T00:00:00Z,2008-01-01T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q653320,,1908-11-23T00:00:00Z,1976-07-26T00:00:00Z,,СССР,фэнтези
http://www.wikidata.org/entity/Q261962,Esther Garber,1947-09-19T00:00:00Z,2015-05-24T00:00:00Z,John Kaiine,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q504805,,1947-08-09T00:00:00Z,2025-12-10T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q316788,Will Stewart,1908-04-29T00:00:00Z,2006-11-10T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q316788,Jack Williamson,1908-04-29T00:00:00Z,2006-11-10T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q316788,Nils O. Sonderlund,1908-04-29T00:00:00Z,2006-11-10T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q251038,,1924-03-24T00:00:00Z,1966-06-01T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q712653,Ray Stevens,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,C. Reynes,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Cal W. Bogar,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Duchess Holiday,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Gaston Bogard,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Jacques Colombo,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Jacques Seyr,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Lew Shannon,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Pat Richmond,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q712653,Robert Davids,1918-10-16T00:00:00Z,2021-07-25T00:00:00Z,,Бельгия,научная фантастика
http://www.wikidata.org/entity/Q2976694,,1931-12-05T00:00:00Z,1982-09-09T00:00:00Z,Christine Renard,Франция,научная фантастика
http://www.wikidata.org/entity/Q2965982,,1929-02-10T00:00:00Z,1979-11-07T00:00:00Z,Claude-François Cheinisse,Франция,научная фантастика
http://www.wikidata.org/entity/Q78620,Peter Parsival,1927-05-14T00:00:00Z,2022-07-16T00:00:00Z,,Австрия,научная фантастика
http://www.wikidata.org/entity/Q78620,Sergius Both,1927-05-14T00:00:00Z,2022-07-16T00:00:00Z,,Австрия,научная фантастика
http://www.wikidata.org/entity/Q25161,,1916-09-13T00:00:00Z,1990-11-23T00:00:00Z,Felicity Dahl,Норвегия,научная фантастика
http://www.wikidata.org/entity/Q123738985,,,,,,научная фантастика
http://www.wikidata.org/entity/Q130779,,1952-03-23T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q190220,,1946-10-19T00:00:00Z,,,Великобритания,фэнтези
http://www.wikidata.org/entity/Q822793,,1915-08-28T00:00:00Z,1985-10-27T00:00:00Z,Долорес Майклс,США,научная фантастика
http://www.wikidata.org/entity/Q3187418,,1953-08-29T00:00:00Z,2022-03-23T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q684748,Philip James,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Cameron Hall,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Marion Henry,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Charles Satterfield,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Edson McCann,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Erik Van Lhin,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,John Alvarez,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Kenneth Wright,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Philip St. John,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Ramon F. Alvarez-del Rey,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q684748,Wade Kaempfert,1915-06-02T00:00:00Z,1993-05-10T00:00:00Z,Evelyn Harrison,США,научная фантастика
http://www.wikidata.org/entity/Q263201,,1935-07-13T00:00:00Z,2003-01-03T00:00:00Z,Sande Zeig,Франция,научная фантастика
http://www.wikidata.org/entity/Q2305628,,1940-08-14T00:00:00Z,2022-08-21T00:00:00Z,Cory Panshin,США,научная фантастика
http://www.wikidata.org/entity/Q1110463,,1943-04-08T00:00:00Z,2013-03-20T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q347461,Robert Graham,1943-06-09T00:00:00Z,,Gay Haldeman,США,научная фантастика
http://www.wikidata.org/entity/Q144090,"E. E. ""Doc"" Smith",1890-05-02T00:00:00Z,1965-08-31T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Кристофер Прист,Великобритания,фэнтези
http://www.wikidata.org/entity/Q534599,,1922-09-19T00:00:00Z,2002-04-15T00:00:00Z,Кейт Вильгельм,США,научная фантастика
http://www.wikidata.org/entity/Q2818964,,,,,,научная фантастика
http://www.wikidata.org/entity/Q92849,,1946-03-22T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q746118,Alphonse Brutsche,1937-09-19T00:00:00Z,,,Франция,научная фантастика
http://www.wikidata.org/entity/Q376859,Cecil Corwin,1923-07-02T00:00:00Z,1958-03-21T00:00:00Z,Мэри Корнблат,США,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Colin Murray,США,фэнтези
http://www.wikidata.org/entity/Q1132004,,1913-02-17T00:00:00Z,1999-12-26T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q982489,,1914-11-07T00:00:00Z,2002-03-18T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q968565,William Tenn,1920-05-09T00:00:00Z,2010-02-07T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q1132004,,1913-02-17T00:00:00Z,1999-12-27T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q937000,Cordwainer Smith,1913-07-11T00:00:00Z,1966-08-06T00:00:00Z,Genevieve Linebarger,США,научная фантастика
http://www.wikidata.org/entity/Q937000,Carmichael Smith,1913-07-11T00:00:00Z,1966-08-06T00:00:00Z,Genevieve Linebarger,США,научная фантастика
http://www.wikidata.org/entity/Q937000,Felix C. Forrest,1913-07-11T00:00:00Z,1966-08-06T00:00:00Z,Genevieve Linebarger,США,научная фантастика
http://www.wikidata.org/entity/Q2903325,,1945-01-01T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q2003235,Charles Grey,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Edward Thomson,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Arthur Maclean,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,George Holt,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Norman Dale,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Brett Landry,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Carl Maddox,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Chuck Adams,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,E. F. Jackson,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Eric Storm,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Frank Weight,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Gregory Kern,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,J. F. Clarkson,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,James R. Fenner,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,James S. Farrow,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,John Steven,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,King Lang,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,M. L. Powers,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Mike Lantry,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Paul Schofield,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2003235,Roy Sheldon,1919-10-15T00:00:00Z,2010-09-10T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q260560,,1928-06-08T00:00:00Z,2018-03-08T00:00:00Z,Деймон Найт,США,научная фантастика
http://www.wikidata.org/entity/Q2142823,,1955-01-15T00:00:00Z,,,Франция,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Кристофер Прист,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q1174539,David Gerrold,1944-01-24T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q1371639,,1943-04-20T00:00:00Z,2026-04-13T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q43378674,,1916-06-15T00:00:00Z,2006-01-06T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q25161,,1916-09-13T00:00:00Z,1990-11-23T00:00:00Z,Felicity Dahl,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q3309992,Albert Higon,1934-01-23T00:00:00Z,2015-01-09T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q3309992,François Colin,1934-01-23T00:00:00Z,2015-01-09T00:00:00Z,,Франция,научная фантастика
http://www.wikidata.org/entity/Q25161,,1916-09-13T00:00:00Z,1990-11-23T00:00:00Z,Патриция Нил,Норвегия,научная фантастика
http://www.wikidata.org/entity/Q2000229,,1932-08-15T00:00:00Z,2002-09-21T00:00:00Z,Martha Dodson Forward,США,научная фантастика
http://www.wikidata.org/entity/Q440744,,1952-09-16T00:00:00Z,,Colin Murray,США,научная фантастика
http://www.wikidata.org/entity/Q320664,,1947-06-25T00:00:00Z,2024-05-23T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q2369735,,1937-05-27T00:00:00Z,,,Франция,научная фантастика
http://www.wikidata.org/entity/Q7615245,,1935-11-16T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q666795,Francis Carsac,1919-12-30T00:00:00Z,1981-04-30T00:00:00Z,Denise de Sonneville-Bordes,Франция,научная фантастика
http://www.wikidata.org/entity/Q982489,,1914-11-07T00:00:00Z,2002-03-18T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q443306,,1931-07-10T00:00:00Z,2017-10-17T00:00:00Z,T. E. Dikty,США,научная фантастика
http://www.wikidata.org/entity/Q2142823,,1955-01-15T00:00:00Z,,,Сенегал,научная фантастика
http://www.wikidata.org/entity/Q6145872,,1938-02-04T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q8022042,,1920-12-16T00:00:00Z,2003-04-07T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q1849325,,1917-11-11T00:00:00Z,1983-01-30T00:00:00Z,,США,научная фантастика
http://www.wikidata.org/entity/Q374540,,1947-12-30T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q210669,,1949-06-05T00:00:00Z,,Barbara Follett,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q505274,,1929-02-18T00:00:00Z,2026-03-15T00:00:00Z,Ysabele Deighton,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q975994,Leslie Northern,1901-04-27T00:00:00Z,1994-01-03T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q975994,Lyda Belknap Long,1901-04-27T00:00:00Z,1994-01-03T00:00:00Z,,США,фэнтези
http://www.wikidata.org/entity/Q234519,Angela Olive Carter,1940-05-07T00:00:00Z,1992-02-16T00:00:00Z,,Великобритания,научная фантастика
http://www.wikidata.org/entity/Q2080947,,1944-02-19T00:00:00Z,,,США,научная фантастика
http://www.wikidata.org/entity/Q551710,,1915-04-07T00:00:00Z,1958-02-04T00:00:00Z,Кэтрин Люсиль Мур,США,научная фантастика
http://www.wikidata.org/entity/Q559409,Piers Anthony,1934-08-06T00:00:00Z,,,США,фэнтези
